Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,mexicano
NCIS,Wii,2011,Adventure,Ubisoft,0.08,0.04,0,0.01,0.13,,,,,Ubisoft,T,true
The IdolM@ster: One for All,PS3,2014,Misc,Namco Bandai Games,0,0,0.13,0,0.13,,,,,,,true
Fire ProWrestling,GBA,2001,Fighting,Spike,0.09,0.03,0,0,0.13,,,,,,,true
Eternal Poison (JP sales),PS2,2008,Role-Playing,Banpresto,0,0,0.13,0,0.13,,,,,,,true
Mission: Impossible - Operation Surma,XB,2003,Platform,Atari,0.1,0.03,0,0,0.13,67,27,6.8,4,Paradigm Entertainment,T,true
Legendary,PS3,2008,Shooter,Atari,0.08,0.03,0,0.02,0.13,50,31,7.1,31,Spark Unlimited,M,true
Chuck E. Cheese's Game Room,DS,2010,Misc,UFO Interactive,0.12,0,0,0.01,0.13,,,,,UFO Interactive,E,true
MX 2002 Featuring Ricky Carmichael,XB,2001,Racing,THQ,0.1,0.03,0,0,0.13,74,15,,,Pacific Coast Power & Light,E,true
Romance of the Three Kingdoms IV: Wall of Fire,PS,1995,Strategy,Tecmo Koei,0.05,0.03,0.04,0.01,0.13,,,,,,,true
Illusion of Gaia,SNES,1993,Role-Playing,Nintendo,0,0,0.13,0,0.13,,,,,,,true
Batman: Arkham Knight,PC,2015,Action,Warner Bros. Interactive Entertainment,0.09,0.03,0,0.01,0.13,70,14,2.5,1967,"Rocksteady Studios, Iron Galaxy Studios",M,true
Disney's Kim Possible: Kimmunicator,DS,2005,Platform,Disney Interactive Studios,0.11,0.01,0,0.01,0.13,61,14,7.5,4,Artificial Mind and Movement,E,true
Mega Man Anniversary Collection,XB,2005,Platform,Capcom,0.1,0.03,0,0,0.13,80,12,9.2,5,Atomic Planet Entertainment,E,true
Sally's Salon,DS,2008,Simulation,Capcom,0.12,0,0,0.01,0.13,,,,,Capcom,E,true
Disruptor,PS,1995,Shooter,Interplay,0.07,0.05,0,0.01,0.13,,,,,,,true
Pro Evolution Soccer 2017,PS3,2016,Sports,Konami Digital Entertainment,0.01,0.05,0.06,0.01,0.13,,,7.2,19,Konami,E,true
Zoobles! Spring to Life!,DS,2011,Misc,Activision,0.1,0.02,0,0.01,0.13,,,,,,,true
Diablo II,PC,2000,Role-Playing,Havas Interactive,0.01,0.1,0,0.02,0.13,88,34,8.8,1056,Blizzard North,M,true
Shrek Smash n' Crash Racing,GC,2006,Racing,Activision,0.1,0.03,0,0,0.13,,,3.1,7,Activision,E,true
F1 2011,PSV,2011,Racing,Codemasters,0.03,0.07,0.01,0.02,0.13,66,27,6.2,25,Codemasters,E,true
Drakengard 2,PS2,2005,Role-Playing,Ubisoft,0.06,0.05,0,0.02,0.13,58,34,5.5,49,Cavia Inc.,M,true
Ben 10 Galactic Racing,DS,2011,Racing,D3Publisher,0.09,0.03,0,0.01,0.13,,,,,Tantatus,E,true
Grand Knights History,PSP,2011,Role-Playing,Marvelous Interactive,0,0,0.13,0,0.13,,,,,Vanillaware,,true
Scene It? Bright Lights! Big Screen!,PS3,2009,Misc,Warner Bros. Interactive Entertainment,0.1,0.01,0,0.01,0.13,,,,,,,true
Harvest Moon DS (jp sales),DS,2005,Simulation,Rising Star Games,0,0,0.13,0,0.13,,,,,,,true
Castlevania: Legacy of Darkness,N64,1999,Platform,Konami Digital Entertainment,0.06,0.02,0.05,0,0.13,,,,,,,true
Sin and Punishment,N64,2000,Shooter,Nintendo,0,0,0.13,0,0.13,,,,,,,true
NBA Jam 2000,N64,1999,Sports,Acclaim Entertainment,0.12,0.01,0,0,0.13,,,,,,,true
Sonic Riders,XB,2006,Racing,Sega,0.1,0.03,0,0,0.13,56,33,8.1,7,Sonic Team,E,true
Shrek Super Party,XB,2002,Misc,TDK Mediactive,0.1,0.03,0,0,0.13,33,9,8,11,Mass Media,E,true
Venetica,X360,2010,Role-Playing,DTP Entertainment,0.09,0.03,0,0.01,0.13,42,14,7.3,18,Deck 13,T,true
Rally Fusion: Race of Champions,PS2,2002,Racing,Activision,0.06,0.05,0,0.02,0.13,73,19,,,Climax Group,E,true
The House of the Dead,SAT,1997,Shooter,Sega,0,0,0.13,0,0.13,,,,,,,true
Transformers: Prime,WiiU,2012,Action,Activision,0.09,0.03,0,0.01,0.13,,,,,,,true
Persona 4: Arena,X360,2012,Fighting,Atlus,0.08,0.01,0.03,0.01,0.13,83,21,7.3,60,Arc System Works,T,true
Street Fighter IV,PC,N/A,Fighting,Capcom,0.07,0.05,0,0.02,0.13,91,23,8,352,Capcom,T,true
Cabela's Alaskan Adventure,X360,2006,Sports,Activision,0.12,0,0,0.01,0.13,48,11,5.6,17,FUN Labs,T,true
RealSports Volleyball,2600,1981,Sports,Atari,0.12,0.01,0,0,0.13,,,,,,,true
Heroes of the Pacific,XB,2005,Simulation,Codemasters,0.1,0.03,0,0,0.13,76,33,8.2,5,IR Gurus Interactive Ltd.,T,true
RollerCoaster Tycoon,XB,2003,Strategy,Atari,0.1,0.03,0,0,0.13,62,8,8.3,12,Atari,E,true
NightCaster,XB,2002,Action,Microsoft Game Studios,0.1,0.03,0,0,0.13,61,27,5.7,7,Jaleco Entertainment,T,true
FIFA World Cup Germany 2006,GC,2006,Sports,Electronic Arts,0.1,0.03,0,0,0.13,76,17,6.2,5,EA Canada,E,true
Space Camp,Wii,2009,Action,Activision,0.12,0,0,0.01,0.13,,,6.2,5,7 Studios,E,true
Hitman 2: Silent Assassin,GC,2003,Action,Eidos Interactive,0.1,0.03,0,0,0.13,83,17,5.5,8,Io Interactive,M,true
Lovely Lisa and Friends,DS,2010,Simulation,Tomy Corporation,0.12,0,0,0.01,0.13,,,,,,,true
Digimon Racing,GBA,2004,Racing,Namco Bandai Games,0.09,0.03,0,0,0.13,62,10,,,Griptonite Games,E,true
All Star Cheer Squad 2,Wii,2009,Sports,THQ,0.12,0,0,0.01,0.13,,,,,Gorilla Games,E,true
Ape Escape 3,PS2,2005,Platform,Sony Computer Entertainment,0.06,0.05,0,0.02,0.13,77,51,8.5,22,SCE Japan Studio,E10+,true
"Crouching Tiger, Hidden Dragon",PS2,2003,Action,Ubisoft,0.06,0.05,0,0.02,0.13,48,26,3.7,6,Light Weight,T,true
Final Fantasy XIV: Heavensward,PS4,2015,Action,Square Enix,0,0.06,0.06,0.01,0.13,86,20,7.6,225,Square Enix,T,true
Last Bronx,SAT,1996,Fighting,Sega,0,0,0.13,0,0.13,,,,,,,true
Secret Agent Clank,PSP,2008,Platform,Sony Computer Entertainment,0.04,0.03,0.04,0.02,0.13,72,56,7.8,35,High Impact Games,E10+,true
Barbie and the Three Musketeers,DS,2009,Adventure,Activision,0.12,0,0,0.01,0.13,,,,,WayForward,E,true
Science Papa,Wii,2009,Misc,Activision,0.11,0.01,0,0.01,0.13,,,,,Activision,E,true
Momotaro Douchuuki,SAT,1997,Misc,Hudson Soft,0,0,0.13,0,0.13,,,,,,,true
Iridion II,GBA,2003,Shooter,Vivendi Games,0.09,0.03,0,0,0.13,78,13,,,Shin'en,E,true
Whiplash,PS2,2003,Racing,Eidos Interactive,0.06,0.05,0,0.02,0.13,66,32,8.7,15,Crystal Dynamics,T,true
007: Quantum of Solace,DS,2008,Action,Activision,0.11,0.01,0,0.01,0.13,65,10,,,Vicarious Visions,T,true
Family Fortunes,Wii,2009,Misc,Mindscape,0,0.12,0,0.01,0.13,,,,,,,true
Borderlands: Double Game Add-On Pack,X360,2010,Shooter,Take-Two Interactive,0.1,0.02,0,0.01,0.13,,,,,Gearbox Software,M,true
Farming Simulator 2011,PC,2010,Simulation,N/A,0,0.13,0,0,0.13,,,7,23,Giants Software,E,true
Watch Dogs,WiiU,2014,Action,Ubisoft,0.07,0.05,0,0.01,0.13,62,15,6.4,162,Ubisoft Romania,M,true
BlazBlue: Continuum Shift II,PSP,2011,Fighting,PQube,0.03,0.02,0.07,0.01,0.13,77,8,6.8,10,Arc System Works,T,true
Summon Night: Twin Age,DS,2007,Role-Playing,Banpresto,0.07,0,0.05,0.01,0.13,73,21,7.2,11,Flight-Plan,E10+,true
Spider-Man: Battle for New York,DS,2006,Platform,Activision,0.12,0,0,0.01,0.13,68,13,6.9,8,Torus Games,E10+,true
Pop'n Music Portable,PSP,2010,Misc,Konami Digital Entertainment,0,0,0.13,0,0.13,,,,,,,true
Nintendo Puzzle Collection,GC,N/A,Puzzle,Unknown,0,0,0.13,0,0.13,,,,,,,true
Destroy All Humans! Path of the Furon,X360,2008,Action,THQ,0.08,0.04,0,0.01,0.13,,,,,,,true
Army Men: Soldiers of Misfortune,Wii,2008,Shooter,Zoo Games,0.12,0,0,0.01,0.13,,,2.5,6,Big Blue Bubble Inc.,E,true
Game Party: Champions,WiiU,2012,Action,Warner Bros. Interactive Entertainment,0.09,0.03,0,0.01,0.13,24,8,3.5,21,"Phosphor Games Studio, LLC",E,true
Otogi: Myth of Demons,XB,2002,Action,Sega,0.08,0.02,0.03,0,0.13,80,40,8.5,28,From Software,T,true
Margot's Word Brain,Wii,2008,Puzzle,Zoo Digital Publishing,0.12,0,0,0.01,0.13,,,,,Slam Games,E10+,true
Peppa Pig: Fun and Games,Wii,2010,Misc,Ubisoft,0,0.11,0,0.02,0.13,,,,,,,true
Dreamworks 2-in-1 Party Pack,DS,2010,Misc,Activision,0.12,0,0,0.01,0.13,,,,,Activision,E,true
Alter Echo,PS2,2003,Shooter,THQ,0.06,0.05,0,0.02,0.13,62,26,7,9,Outrage Games,T,true
Walt Disney Pictures Presents: The Wild,GBA,2006,Platform,Disney Interactive Studios,0.09,0.03,0,0,0.13,,,,,,,true
Green Lantern: Rise of the Manhunters,3DS,2011,Action,Warner Bros. Interactive Entertainment,0.09,0.03,0,0.01,0.13,42,6,3.9,7,Griptonite Games,E10+,true
Puzzle de Harvest Moon,DS,2007,Puzzle,Natsume,0.12,0,0,0.01,0.13,41,5,6.3,4,Platinum Egg,E,true
Metal Max 3,DS,2010,Role-Playing,Enterbrain,0,0,0.13,0,0.13,,,,,,,true
Rock Band Track Pack Volume 1,PS2,2008,Misc,MTV Games,0.06,0.05,0,0.02,0.13,,,,,Harmonix Music Systems,T,true
Puyo Puyo!! 20th Anniversary,3DS,2011,Puzzle,Sega,0,0,0.13,0,0.13,,,,,,,true
My Baby: First Steps,Wii,2009,Simulation,SouthPeak Games,0.12,0,0,0.01,0.13,,,,,Dancing Dots,E,true
Namco Soccer Prime Goal,PS,1995,Sports,Sony Computer Entertainment,0,0,0.12,0.01,0.13,,,,,,,true
NBA 08,PS2,2007,Sports,Sony Computer Entertainment,0.06,0.05,0,0.02,0.13,59,16,,,SCEA San Diego Studios,E,true
Monster Hunter Frontier Online,X360,2010,Role-Playing,Capcom,0,0,0.13,0,0.13,,,,,,,true
Shin Megami Tensei: Digital Devil Saga,PS2,2004,Role-Playing,Ghostlight,0.06,0.05,0,0.02,0.13,78,42,8.2,48,Atlus Co.,M,true
Deception IV: Blood Ties,PSV,2014,Action,Tecmo Koei,0.02,0.02,0.07,0.01,0.13,67,19,7.5,61,Koei Tecmo Games,M,true
Rango: The Video Game,X360,2011,Action,Electronic Arts,0.06,0.06,0,0.01,0.13,68,25,8,9,Behaviour Interactive,E10+,true
Assassination Classroom: Grand Siege on Kuro-sensei,3DS,2015,Action,Namco Bandai Games,0,0,0.13,0,0.13,,,,,,,true
Megamind: The Blue Defender,PSP,2010,Adventure,THQ,0.08,0.03,0,0.02,0.13,,,,,THQ,E10+,true
Puppies 3D,3DS,2011,Misc,Ubisoft,0.08,0.04,0,0.01,0.13,,,,,MTO,E,true
Cars 2,PSP,2011,Racing,Disney Interactive Studios,0.1,0.01,0,0.02,0.13,,,,,,,true
The Stronghold Collection,PC,2009,Strategy,Take-Two Interactive,0.03,0.08,0,0.02,0.13,,,,,Take-Two Interactive,T,true
Jissen Pachi-Slot Hisshouhou! Aladdin II Evolution,PS2,2005,Misc,Sega,0,0,0.13,0,0.13,,,,,,,true
Mystic Ark,SNES,1995,Role-Playing,Enix Corporation,0,0,0.13,0,0.13,,,,,,,true
One Piece: Unlimited World Red,PSV,2014,Action,Namco Bandai Games,0.03,0.04,0.04,0.02,0.13,67,4,7.8,25,Ganbarion,T,true
The Price is Right 2010 Edition,DS,2009,Misc,Ubisoft,0.12,0,0,0.01,0.13,,,,,Ludia Inc.,E,true
Cabela's Dangerous Hunts 2009,PS3,2008,Sports,Activision Value,0.12,0,0,0.01,0.13,39,6,1.8,10,FUN Labs,T,true
Ty the Tasmanian Tiger 2: Bush Rescue,GBA,2004,Platform,Electronic Arts,0.09,0.03,0,0,0.13,63,7,,,Krome Studios,E,true
Teenage Mutant Ninja Turtles 2: Battle Nexus,XB,2004,Action,Konami Digital Entertainment,0.1,0.03,0,0,0.13,48,20,5.6,8,Konami,T,true
Tom Clancy's Splinter Cell: Double Agent,Wii,2006,Action,Ubisoft,0.1,0.01,0,0.01,0.13,61,12,7.4,16,Ubisoft Shanghai,M,true
LEGO Racers 2,PS2,2001,Racing,Electronic Arts,0.06,0.05,0,0.02,0.13,58,4,,,Attention Software,E,true
Eat Lead: The Return of Matt Hazard,PS3,2009,Shooter,D3Publisher,0.09,0.02,0,0.01,0.13,51,38,6.5,21,Vicious Cycle,T,true
Yu-Gi-Oh! Nightmare Troubadour (JP sales),DS,2005,Action,Konami Digital Entertainment,0,0.03,0.1,0,0.13,,,,,,,true
Backyard Baseball,GC,2003,Sports,Infogrames,0.1,0.03,0,0,0.13,70,4,9.4,5,Humongous Entertainment,E,true
Star Wars: Lethal Alliance,PSP,2006,Action,Ubisoft,0.11,0.01,0,0.01,0.13,61,31,7,7,Ubisoft Montreal,T,true
Naruto Shippuden: Kizuna Drive,PSP,2010,Action,Namco Bandai Games,0.04,0.02,0.05,0.01,0.13,57,22,5,6,Premium Agency,T,true
Under Night In-Birth,PS3,2014,Fighting,Nippon Ichi Software,0.06,0.01,0.04,0.02,0.13,,,,,,,true
Sega GT,DC,2000,Racing,Sega,0,0,0.13,0,0.13,84,25,7.7,11,TOSE,E,true
Steel Battalion: Heavy Armor,X360,2012,Misc,Capcom,0.08,0.02,0.02,0.01,0.13,38,58,2.4,92,From Software,M,true
Green Lantern: Rise of the Manhunters,X360,2011,Action,Warner Bros. Interactive Entertainment,0.07,0.04,0,0.01,0.13,59,17,7.2,23,Double Helix Games,T,true
Legends of Wrestling,GC,2002,Fighting,Acclaim Entertainment,0.1,0.03,0,0,0.13,50,18,6.8,4,Acclaim,T,true
Fit in Six,PS3,2011,Sports,Ubisoft,0.12,0,0,0.01,0.13,,,7,10,Blue Byte,E,true
Gunstar Heroes,GEN,1992,Shooter,Sega,0,0,0.13,0,0.13,,,,,,,true
All-Star Baseball 2004,XB,2003,Sports,Acclaim Entertainment,0.1,0.03,0,0,0.13,74,20,8.4,7,Acclaim,E,true
Tamagotchi no Pichi Pichi Omisecchi,DS,2010,Action,Namco Bandai Games,0,0,0.13,0,0.13,,,,,,,true
Shining Wind,PS2,2007,Role-Playing,Sega,0,0,0.13,0,0.13,,,,,,,true
Rock Band Track Pack Volume 2,PS3,2008,Misc,MTV Games,0.11,0,0,0.01,0.13,,,,,Harmonix Music Systems,T,true
Dokapon Kingdom,Wii,2008,Role-Playing,Sting,0.12,0,0,0.01,0.13,73,11,8.3,17,Sting,E10+,true
Onechanbara: Bikini Samurai Squad,X360,2006,Action,D3Publisher,0.11,0.01,0,0.01,0.13,39,39,6.4,55,Tamsoft,M,true
Portal Runner,PS2,2001,Platform,3DO,0.06,0.05,0,0.02,0.13,53,18,6.7,6,3DO,E,true
Pokémon: For Ho-Oh the Bells Toll!: Game Boy Advance Video,GBA,2004,Misc,Nintendo,0.09,0.03,0,0,0.13,,,,,,,true
Warriors Orochi 2,PS2,2008,Action,Tecmo Koei,0.06,0.05,0,0.02,0.13,52,9,8.5,13,Omega Force,T,true
Hyperdevotion Noire: Goddess Black Heart,PSV,2014,Role-Playing,Idea Factory,0.04,0.01,0.06,0.02,0.13,68,24,7.1,36,Sting,T,true
Disney's Winnie the Pooh's Rumbly Tumbly Adventure,PS2,2005,Platform,Ubisoft,0.06,0.05,0,0.02,0.13,,,,,Phoenix Games Studio,E,true
Assault: Retribution,PS,1998,Action,Telstar,0.07,0.05,0,0.01,0.13,,,,,,,true
Sengoku Basara 3 Utage,Wii,2011,Action,Capcom,0,0,0.13,0,0.13,,,,,,,true
Spartan: Total Warrior,XB,2005,Action,Sega,0.1,0.03,0,0,0.13,73,36,8.8,12,Creative Assembly,M,true
City Crisis,PS2,2001,Simulation,Take-Two Interactive,0.06,0.05,0,0.02,0.13,63,20,6.2,5,Syscom,E,true
Zapper: One Wicked Cricket!,GC,2002,Platform,Infogrames,0.1,0.03,0,0,0.13,,,,,,,true
Smart Boy's Gameroom,DS,2007,Misc,505 Games,0.12,0,0,0.01,0.13,,,,,Starfish SD,E,true
Victorious: Time to Shine,X360,2011,Action,D3Publisher,0.12,0,0,0.01,0.13,,,6.5,4,High Voltage Software,E,true
Star Wars: Clone Wars,XB,2003,Shooter,LucasArts,0.1,0.03,0,0,0.13,,,,,,,true
High Rollers Casino,XB,2004,Misc,Mud Duck Productions,0.1,0.03,0,0,0.13,,,7.8,4,Virtual Toys,E,true
Advent Rising,XB,2005,Action,THQ,0.1,0.03,0,0,0.13,68,50,7.5,68,GlyphX Games,T,true
Surf Riders,PS,1999,Sports,Ubisoft,0.07,0.05,0,0.01,0.13,64,6,,,ACOT,E,true
Torino 2006,PS2,2006,Sports,Take-Two Interactive,0.06,0.05,0,0.02,0.13,,,,,,,true
Nobunaga no Yabou: Ranseiki,PS2,2002,Strategy,Tecmo Koei,0,0,0.13,0,0.13,,,,,,,true
Derby Stallion Advance,GBA,2002,Sports,Enterbrain,0,0,0.12,0,0.13,,,,,,,true
The X-Factor,PS3,2010,Misc,Deep Silver,0,0.1,0,0.03,0.13,,,,,,,true
Monopoly Party,GC,2002,Misc,Infogrames,0.1,0.03,0,0,0.13,,,,,,,true
Snood,GBA,2001,Puzzle,"Destination Software, Inc",0.09,0.03,0,0,0.13,68,4,,,Rebellion,E,true
TOCA Race Driver 2: Ultimate Racing Simulator,XB,2004,Racing,Codemasters,0.09,0.03,0,0,0.13,,,,,,,true
Monster Jam: Urban Assault,PS2,2008,Racing,Activision,0.06,0.05,0,0.02,0.13,,,,,Torus Games,E,true
DT Racer,PS2,2005,Racing,XS Games,0.06,0.05,0,0.02,0.13,,,3.8,5,Axis Entertainment,E,true
Soccer Tsuku: Pro Soccer Club o Tsukurou!,PS3,2013,Sports,Sega,0,0,0.13,0,0.13,,,,,,,true
World Cup Golf: Professional Edition,PS,1995,Sports,U.S. Gold,0.07,0.05,0,0.01,0.13,,,,,,,true
NBA 2K13,WiiU,2012,Sports,Take-Two Interactive,0.07,0.04,0,0.01,0.13,85,17,7,43,Visual Concepts,E,true
Black Dawn,PS,1996,Simulation,Virgin Interactive,0.07,0.05,0,0.01,0.13,,,,,,,true
428: Fuusa Sareta Shibuya de,Wii,2008,Adventure,Sega,0,0,0.13,0,0.13,,,,,,,true
7 Wonders of the Ancient World,DS,2007,Puzzle,Funsta,0.1,0.01,0,0.01,0.13,60,7,8.3,48,Hot Lava Games,E,true
Kelly Slater's Pro Surfer,GBA,2002,Sports,Activision,0.09,0.03,0,0,0.13,72,4,,,HotGen,E,true
Top Shot Arcade,Wii,2011,Shooter,Activision,0.12,0,0,0.01,0.13,,,,,Activision,T,true
Warriors of Might and Magic,PS,2001,Adventure,3DO,0.07,0.05,0,0.01,0.13,,,,,,,true
Twister Mania,X360,2011,Misc,505 Games,0.1,0.01,0,0.01,0.13,,,,,"Majesco Games, Majesco",E,true
Drome Racers,PS2,2002,Racing,Electronic Arts,0.06,0.05,0,0.02,0.13,57,10,,,Attention To Detail,E,true
Gungnir: Mayari no Gunshin to Eiyuu Sensou,PSP,2011,Role-Playing,Atlus,0.07,0,0.04,0.01,0.13,,,,,,,true
X-Men: Next Dimension,GC,2002,Fighting,Activision,0.1,0.03,0,0,0.13,63,17,8.2,11,Exakt,T,true
Dynasty Warriors 5 Empires,X360,2006,Action,Tecmo Koei,0.11,0.01,0,0.01,0.13,61,40,8.2,19,Omega Force,T,true
Fuse (Insomniac),X360,2013,Shooter,Electronic Arts,0.09,0.03,0,0.01,0.13,,,,,,,true
WipeOut 3 The Game,WiiU,2012,Action,Activision,0.11,0,0,0.01,0.13,,,,,,,true
7th Dragon 2020-II,PSP,2013,Role-Playing,Sega,0,0,0.13,0,0.13,,,,,,,true
Doukyuusei 2,SAT,1997,Role-Playing,NEC Interchannel,0,0,0.13,0,0.13,,,,,,,true
Aikatsu! 365 Idol Days,3DS,2014,Adventure,Namco Bandai Games,0,0,0.13,0,0.13,,,,,,,true
SkullMonkeys,PS,1998,Platform,DreamWorks Interactive,0.07,0.05,0,0.01,0.13,,,,,,,true
Burnout,XB,2002,Racing,Acclaim Entertainment,0.09,0.03,0,0,0.13,75,13,6.6,12,Criterion Games,E,true
Baroque,PS2,2007,Role-Playing,Rising Star Games,0.05,0.04,0.02,0.01,0.13,60,6,8.8,44,Sting,T,true
SBK 2011: FIM Superbike World Championship,PS3,2011,Racing,Black Bean Games,0.01,0.09,0,0.03,0.13,,,,,,,true
Jurassic: The Hunted,X360,2009,Shooter,Activision,0.12,0,0,0.01,0.13,60,4,7.2,21,Activision,T,true
Dynasty Warriors: Gundam Reborn,PSV,2013,Action,Namco Bandai Games,0,0,0.13,0,0.13,,,,,,,true
Little Battlers eXperience: Wars,3DS,2013,Strategy,Level 5,0,0,0.13,0,0.13,,,,,,,true
DreamWorks Super Star Kartz,DS,2011,Racing,Activision,0.08,0.03,0,0.01,0.13,,,,,Virtuos,E,true
Hour of Victory,X360,2007,Shooter,Midway Games,0.1,0.01,0,0.01,0.13,37,33,3,40,Nfusion,T,true
Indianapolis 500 Legends,Wii,2007,Racing,Destineer,0.12,0,0,0.01,0.13,47,10,6.7,7,Torus Games,E,true
NBA Ballers: Phenom,XB,2006,Sports,Midway Games,0.09,0.03,0,0,0.13,70,23,,,Midway,E,true
Shimano Xtreme Fishing,Wii,2009,Sports,Mastiff,0.12,0,0,0.01,0.13,,,,,eV Interactive,T,true
Crash Tag Team Racing,XB,2005,Racing,Vivendi Games,0.09,0.03,0,0,0.13,69,17,7.8,11,Radical Entertainment,E10+,true
Freedom Fighters,GC,2003,Shooter,Electronic Arts,0.1,0.03,0,0,0.13,83,15,7.8,12,Io Interactive,T,true
Yu-Gi-Oh! GX: Tag Force,PSP,2006,Strategy,Konami Digital Entertainment,0.09,0.02,0,0.02,0.13,,,,,,,true
NBA 2K17,PS3,2016,Sports,Take-Two Interactive,0.06,0.04,0,0.02,0.13,,,2,8,2K Games,E,true
Mega Man X Collection,GC,2006,Misc,Capcom,0.1,0.03,0,0,0.13,75,23,9.2,12,Capcom,E,true
Left Brain Right Brain 2,DS,2008,Misc,Majesco Entertainment,0.12,0,0,0.01,0.13,51,4,,,Kokolo Corporation,E,true
Detana TwinBee Yahho! Deluxe Pack,SAT,1995,Shooter,Konami Digital Entertainment,0,0,0.13,0,0.13,,,,,,,true
Last Ranker,PSP,2010,Role-Playing,Capcom,0,0,0.13,0,0.13,,,,,,,true
Quantum Redshift,XB,2002,Racing,Microsoft Game Studios,0.09,0.03,0,0,0.13,70,21,8.1,15,Curly Monsters,T,true
The History Channel: Great Battles - Medieval,X360,2010,Strategy,Slitherine Software,0.08,0.04,0,0.01,0.13,,,,,,,true
Smash Court Tennis Pro Tournament 2,PS2,2004,Sports,Sony Computer Entertainment,0.06,0.05,0,0.02,0.13,74,41,9.1,12,Namco,E,true
Brothers in Arms: Double Time,Wii,2008,Shooter,Ubisoft,0.11,0,0,0.01,0.13,45,13,6.6,17,Gearbox Software,M,true
Legends of Wrestling II,XB,2002,Fighting,Acclaim Entertainment,0.09,0.03,0,0,0.13,62,14,,,Acclaim,T,true
Power Pro Kun Pocket 13,DS,2010,Sports,Konami Digital Entertainment,0,0,0.13,0,0.13,,,,,,,true
Armed and Dangerous,XB,2003,Shooter,LucasArts,0.09,0.03,0,0,0.13,79,41,7.2,15,Planet Moon Studios,T,true
Football Manager 2012,PSP,2011,Sports,Sega,0,0.09,0,0.04,0.13,,,,,,,true
Project CARS,PC,2015,Racing,Slightly Mad Studios,0,0.12,0,0.01,0.13,83,48,7.1,418,Slightly Mad Studios,E,true
Teenage Mutant Ninja Turtles: Arcade Attack,DS,2009,Action,Ubisoft,0.12,0,0,0.01,0.13,36,8,4.8,4,Ubisoft,E10+,true
World Soccer Winning Eleven 2002,PS,2002,Sports,Konami Digital Entertainment,0,0,0.12,0.01,0.13,,,,,,,true
Actua Tennis,PS,1997,Sports,Gremlin Interactive Ltd,0.07,0.05,0,0.01,0.13,,,,,,,true
Monster Truck Madness,GBA,2003,Racing,THQ,0.09,0.03,0,0,0.12,75,10,,,Tantalus Interactive,E,true
Resident Evil,PS3,2006,Action,Capcom,0,0,0.12,0,0.12,,,,,,,true
Sonic Jam,SAT,1997,Platform,Sega,0,0,0.12,0,0.12,,,,,,,true
Puella Magi Madoka Magica Portable,PSP,2012,Role-Playing,Namco Bandai Games,0,0,0.12,0,0.12,,,,,,,true
Peter Jacobsen's Golden Tee Golf,PS,2000,Sports,Infogrames,0.07,0.05,0,0.01,0.12,,,,,,,true
Space Bust-A-Move,DS,2008,Puzzle,Square Enix,0.1,0.02,0,0.01,0.12,71,20,,,Taito Corporation,E,true
Avatar: The Last Airbender - Into the Inferno,DS,2008,Adventure,THQ,0.11,0.01,0,0.01,0.12,,,,,,,true
Deadpool,XOne,2015,Action,Activision,0.09,0.03,0,0.01,0.12,,,5.7,23,High Moon Studios,M,true
Disney's Atlantis: The Lost Empire,GBA,2001,Platform,THQ,0.09,0.03,0,0,0.12,,,,,3d6 Games,E,true
Nippon Daihyou Team no Kantoku ni Narou! Sekaihatsu Soccer RPG,SAT,1998,Sports,Sega,0,0,0.12,0,0.12,,,,,,,true
Just Cause 2,PC,2010,Action,Square Enix,0,0.1,0,0.02,0.12,84,33,7.7,838,Avalanche Studios,M,true
Crush3D,3DS,2012,Platform,Sega,0.07,0.04,0,0.01,0.12,71,32,7.4,16,Zoe Mode,E10+,true
LEGO Marvel's Avengers,PSV,2016,Action,Warner Bros. Interactive Entertainment,0.02,0.07,0,0.03,0.12,,,6.6,13,TT Games,E10+,true
High Velocity: Mountain Racing Challenge,SAT,1995,Racing,Atlus,0,0,0.12,0,0.12,,,,,,,true
NeverDead,PS3,2012,Shooter,Konami Digital Entertainment,0.06,0.04,0.01,0.02,0.12,50,32,4.7,47,Rebellion,M,true
Capcom vs. SNK 2: Millionaire Fighting 2001,DC,2001,Fighting,Capcom,0,0,0.12,0,0.12,,,,,,,true
Criticom,PS,1996,Fighting,Vic Tokai,0.07,0.05,0,0.01,0.12,,,,,,,true
Mega Man X: Command Mission,GC,2004,Role-Playing,Capcom,0.1,0.02,0,0,0.12,67,21,7.3,12,Capcom,E,true
Charm Girls Club: My Fashion Mall,DS,N/A,Simulation,Unknown,0.12,0,0,0.01,0.12,,,,,Electronic Arts,E,true
SCORE International Baja 1000: The Official Game,X360,2008,Racing,Activision,0.11,0.01,0,0.01,0.12,,,,,,,true
Deepak Chopra's Leela,Wii,2011,Misc,THQ,0.1,0.01,0,0.01,0.12,,,,,Curious Pictures,E,true
Need for Speed: ProStreet,DS,2007,Racing,Electronic Arts,0.11,0.01,0,0.01,0.12,74,8,7.4,10,Exient Entertainment,E,true
DiRT Rally,XOne,2016,Racing,Codemasters,0.04,0.08,0,0.01,0.12,86,17,8,60,Codemasters,E,true
