Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,elements,Peso
Jikkyou Powerful Pro Yakyuu 8,PS2,2001,Sports,Konami Digital Entertainment,0,0,0.29,0,0.29,,,,,,,undefined,123
Jeremy McGrath Supercross 2000,N64,1999,Racing,Acclaim Entertainment,0.23,0.06,0,0,0.29,,,,,,,undefined,123
Supercross 2000,N64,1999,Racing,Electronic Arts,0.23,0.06,0,0,0.29,,,,,,,undefined,123
War Gods,N64,1997,Fighting,Midway Games,0.23,0.06,0,0,0.29,,,,,,,undefined,123
Viz,N64,1998,Racing,Acclaim Entertainment,0.23,0.06,0,0,0.29,,,,,,,undefined,123
Top Gear Overdrive,N64,1998,Racing,Kemco,0.23,0.06,0,0,0.29,,,,,,,undefined,123
Ken Griffey Jr.'s Slugfest,N64,1999,Sports,Nintendo,0.23,0.06,0,0,0.29,,,,,,,undefined,123
The New Tetris,N64,1999,Puzzle,Nintendo,0.22,0.05,0.02,0,0.29,,,,,,,undefined,123
Xena: Warrior Princess - The Talisman of Fate,N64,1999,Fighting,Titus,0.23,0.06,0,0,0.29,,,,,,,undefined,123
The Godfather: Dons Edition,PS3,2007,Action,Electronic Arts,0.25,0.02,0,0.03,0.29,,,,,,,undefined,123
Duel Masters: Sempai Legends,GBA,2003,Misc,Atari,0.21,0.08,0,0.01,0.29,69,19,8,5,Mistic Software,E,undefined,123
Marvel Super Hero Squad,PS2,2009,Fighting,THQ,0.14,0.11,0,0.04,0.29,,,,,THQ,E10+,undefined,123
John Deere: Harvest in the Heartland,DS,2007,Simulation,Ubisoft,0.23,0.03,0,0.02,0.29,43,7,,,Black Lantern Studios,E,undefined,123
Harvest Moon: Magical Melody,Wii,2008,Simulation,Rising Star Games,0.23,0.03,0,0.02,0.29,69,14,8.8,17,Marvelous Entertainment,E,undefined,123
Resident Evil: Revelations 2,PS3,2015,Action,Capcom,0.06,0.05,0.16,0.02,0.29,,,6.8,48,Capcom,M,undefined,123
Heroes of the Pacific,PS2,2005,Simulation,Codemasters,0.14,0.11,0,0.04,0.29,76,31,8.4,15,IR Gurus,T,undefined,123
Prince of Persia: Rival Swords,Wii,2007,Action,Ubisoft,0.24,0.02,0,0.02,0.29,70,30,7.7,21,Ubisoft Montreal,T,undefined,123
The Lord of the Rings: The Third Age,GC,2004,Role-Playing,Electronic Arts,0.22,0.06,0,0.01,0.29,74,25,7.8,19,EA Games,T,undefined,123
Trace Memory,DS,2005,Adventure,Nintendo,0.15,0.01,0.12,0.01,0.29,70,51,8.1,42,Cing,T,undefined,123
X-Men Legends II: Rise of Apocalypse,PSP,2005,Role-Playing,Activision,0.25,0.01,0,0.02,0.29,84,30,8.2,43,Vicarious Visions,T,undefined,123
Nicktoons: Battle for Volcano Island,GC,N/A,Action,Unknown,0.22,0.06,0,0.01,0.29,,,7,4,Blue Tongue Entertainment,E,undefined,123
Just Dance Wii 2,Wii,2012,Misc,Nintendo,0,0,0.29,0,0.29,,,,,,,undefined,123
Senran Kagura Shinovi Versus: Sh?jo-tachi no Sh?mei,PSV,2013,Fighting,Marvelous Entertainment,0.08,0.02,0.16,0.03,0.29,,,,,,,undefined,123
Borderlands: The Pre-Sequel,PC,2014,Shooter,Take-Two Interactive,0.11,0.15,0,0.02,0.29,75,55,6.2,703,2K Australia,M,undefined,123
Madden NFL 08,XB,2007,Sports,Electronic Arts,0.22,0.06,0,0.01,0.29,76,6,6,4,EA Tiburon,E,undefined,123
DX Game of Life,PS,1996,Misc,Takara,0,0,0.27,0.02,0.29,,,,,,,undefined,123
Trauma Center: New Blood,Wii,2007,Simulation,Nintendo,0.22,0.04,0.01,0.02,0.29,77,43,8,20,Atlus,T,undefined,123
Starhawk,PS3,2012,Action,Sony Computer Entertainment,0.18,0.05,0.03,0.03,0.29,77,71,7.8,188,LightBox Interactive,T,undefined,123
Pirates of the Caribbean,XB,2003,Role-Playing,Ubisoft,0.22,0.06,0,0.01,0.29,65,30,7.4,27,Akella,T,undefined,123
FIFA Soccer 13,3DS,2012,Action,Electronic Arts,0.06,0.2,0,0.03,0.29,68,4,3.7,16,Electronic Arts,E,undefined,123
Ace Combat: Joint Assault,PSP,2010,Simulation,Namco Bandai Games,0.06,0.05,0.15,0.03,0.29,71,30,7.2,12,Project Aces,T,undefined,123
The Punisher,XB,2005,Action,THQ,0.22,0.06,0,0.01,0.29,,,,,,,undefined,123
MLB Pennant Race,PS,1996,Sports,Sony Computer Entertainment,0.16,0.11,0,0.02,0.29,,,,,,,undefined,123
The BIGS 2,Wii,2009,Sports,Take-Two Interactive,0.26,0.01,0,0.02,0.29,68,5,8.5,6,Blue Castle Games,E10+,undefined,123
Shrek: Forever After,Wii,2010,Platform,Activision,0.18,0.09,0,0.03,0.29,,,,,Xpec,E10+,undefined,123
Turning Point: Fall of Liberty,X360,2008,Shooter,Codemasters,0.23,0.04,0,0.02,0.29,43,44,6.8,87,Spark Unlimited,T,undefined,123
SD Gundam Gaiden: Knight Gundam Monogatari: Ooinaru Isan,SNES,1991,Role-Playing,Angel Studios,0,0,0.29,0,0.29,,,,,,,undefined,123
Karaoke Revolution Glee: Volume 3,Wii,2011,Misc,Konami Digital Entertainment,0.23,0.04,0,0.02,0.29,,,,,Hijinx Studios,T,undefined,123
Sonic Boom: Shattered Crystal,3DS,2014,Action,Sega,0.17,0.09,0,0.03,0.29,47,21,6.3,160,Sanzaru Games,E,undefined,123
Shrek Super Party,PS2,2002,Misc,TDK Mediactive,0.14,0.11,0,0.04,0.29,30,4,5.1,17,Mass Media,E,undefined,123
MLB Power Pros,Wii,2007,Sports,Konami Digital Entertainment,0.23,0,0.04,0.02,0.29,83,12,8.4,45,Konami,E,undefined,123
Mah Jong Quest: Expeditions,DS,2007,Puzzle,Avanquest,0.02,0.25,0,0.01,0.29,,,,,Game Brains,E,undefined,123
"Sakura Wars 4: Koi Seyo,Otome",DC,2002,Adventure,Sega,0,0,0.29,0,0.29,,,,,,,undefined,123
"Sakura Wars: So Long, My Love",PS2,2005,Role-Playing,Sega,0.07,0.05,0.15,0.02,0.29,81,15,7.3,26,RED Entertainment,T,undefined,123
Dynasty Tactics,PS2,2002,Strategy,Tecmo Koei,0.06,0.05,0.16,0.02,0.29,79,14,8.1,31,Koei,T,undefined,123
Call of Juarez: The Cartel,PS3,2011,Shooter,Ubisoft,0.12,0.12,0,0.05,0.29,45,42,5.5,74,Techland,M,undefined,123
Snowboarding,PS,2000,Sports,Midas Interactive Entertainment,0.16,0.11,0,0.02,0.29,,,,,,,undefined,123
Sesame Street: Cookie's Counting Carnival,Wii,2010,Misc,Warner Bros. Interactive Entertainment,0.27,0,0,0.02,0.29,,,,,Black Lantern Studios,EC,undefined,123
Angry Birds Star Wars,PS3,2013,Strategy,Activision,0.1,0.14,0,0.05,0.29,49,6,3.6,23,Exient Entertainment,E,undefined,123
Metal Gear Solid V: Ground Zeroes,XOne,2014,Action,Konami Digital Entertainment,0.15,0.11,0,0.02,0.29,76,13,5.4,348,Kojima Productions,M,undefined,123
SimCity 4,PC,2003,Simulation,Electronic Arts,0.01,0.24,0,0.03,0.29,84,36,8.7,268,Maxis,E,undefined,123
James Bond 007: Legends,X360,2012,Shooter,Activision,0.13,0.13,0,0.03,0.29,,,,,,,undefined,123
Puzzle Quest: Challenge of the Warlords,Wii,2007,Puzzle,D3Publisher,0.26,0,0,0.02,0.29,71,17,6.2,5,Vicious Cycle,E10+,undefined,123
Dragon Ball Heroes: Ultimate Mission,3DS,2013,Misc,Namco Bandai Games,0,0,0.29,0,0.29,,,,,,,undefined,123
One Piece Unlimited Cruise 2: Awakening of a Hero,Wii,2009,Action,Namco Bandai Games,0,0.1,0.17,0.02,0.29,,,,,,,undefined,123
Surf's Up,PS2,2007,Sports,Ubisoft,0.14,0.11,0,0.04,0.29,60,4,,,Ubisoft Montreal,E10+,undefined,123
Looney Tunes Racing,PS,2000,Racing,Infogrames,0.16,0.11,0,0.02,0.29,71,11,,,Circus Freak,E,undefined,123
Disgaea 5: Alliance of Vengeance,PS4,2015,Role-Playing,Nippon Ichi Software,0.11,0.08,0.06,0.04,0.29,80,43,8.1,173,Nippon Ichi Software,T,undefined,123
Final Fantasy X-2: International + Last Mission,PS2,2004,Role-Playing,Square Enix,0,0,0.29,0,0.29,,,,,,,undefined,123
Namco Museum Vol.2,PS,1996,Misc,Sony Computer Entertainment,0.03,0.02,0.21,0.02,0.29,,,,,,,undefined,123
Sengoku Basara: Samurai Heroes,Wii,2010,Action,Capcom,0.06,0.01,0.2,0.01,0.29,65,18,8.8,13,Capcom,T,undefined,123
Rayman 3: Hoodlum Havoc,PS2,2003,Platform,Ubisoft,0.14,0.11,0,0.04,0.29,76,21,8.6,38,Ubisoft,E,undefined,123
Penguin no Mondai: Saikyou Penguin Densetsu! A Penguin's Troubles,DS,2008,Adventure,Konami Digital Entertainment,0,0,0.29,0,0.29,,,,,,,undefined,123
Warriors Orochi 2,PSP,2008,Action,Tecmo Koei,0.06,0,0.22,0.01,0.29,56,14,7.5,4,Omega Force,T,undefined,123
Feel the Magic XY/XX,DS,2004,Puzzle,Sega,0.17,0,0.1,0.02,0.29,75,55,8.1,18,Sonic Team,T,undefined,123
Psi-Ops: The Mindgate Conspiracy,PS2,2004,Shooter,Midway Games,0.14,0.11,0,0.04,0.29,84,46,8.9,27,Midway,M,undefined,123
Tomba! 2: The Evil Swine Return,PS,1999,Platform,Sony Computer Entertainment,0.16,0.11,0,0.02,0.29,,,,,,,undefined,123
Dragon Quest: Shounen Yangus to Fushigi no Dungeon,PS2,2006,Role-Playing,Square Enix,0,0,0.29,0,0.29,,,,,,,undefined,123
Neopets Puzzle Adventure,DS,2008,Puzzle,Capcom,0.26,0,0,0.02,0.29,70,12,,,Infinite Interactive,E,undefined,123
BeatMania Append 4thMix: The beat goes on,PS,1999,Simulation,Konami Digital Entertainment,0,0,0.27,0.02,0.29,,,,,,,undefined,123
Romance of the Three Kingdoms III: Dragon of Destiny,SNES,1992,Strategy,Tecmo Koei,0,0,0.29,0,0.29,,,,,,,undefined,123
Power Pro Kun Pocket 11,DS,2008,Sports,Konami Digital Entertainment,0,0,0.29,0,0.29,,,,,,,undefined,123
Sonic & All-Stars Racing Transformed,3DS,2012,Racing,Sega,0.12,0.14,0,0.02,0.29,,,,,,,undefined,123
Dead Rising: Chop Till You Drop,Wii,2009,Action,Capcom,0.15,0.07,0.05,0.02,0.29,61,30,6.5,35,TOSE,M,undefined,123
Purr Pals,Wii,2008,Simulation,Deep Silver,0.26,0,0,0.02,0.29,,,,,Crave,E,undefined,123
Spyro: A Hero's Tail,GC,2004,Platform,Vivendi Games,0.22,0.06,0,0.01,0.29,62,13,8.3,10,Eurocom Entertainment Software,E,undefined,123
NASCAR 08,X360,2007,Racing,Electronic Arts,0.26,0,0,0.02,0.29,59,29,5.2,30,EA Tiburon,E,undefined,123
Battle & Get! Pokemon Typing DS,DS,2011,Misc,Nintendo,0,0,0.29,0,0.29,,,,,,,undefined,123
World of Tanks,PC,2011,Shooter,Wargaming.net,0,0.23,0,0.05,0.29,80,38,3.7,1466,Wargaming.net,T,undefined,123
Links 2004,XB,2003,Sports,Microsoft Game Studios,0.21,0.06,0,0.01,0.29,80,41,9,9,Indie Built,E,undefined,123
PGA Tour 97,PS,1996,Sports,Electronic Arts,0.16,0.11,0,0.02,0.29,,,,,,,undefined,123
Majin and the Forsaken Kingdom,PS3,2010,Adventure,Namco Bandai Games,0.09,0.13,0.01,0.05,0.29,72,49,7.9,35,Game Republic,T,undefined,123
Assassin's Creed IV: Black Flag,WiiU,2013,Action,Ubisoft,0.17,0.09,0,0.03,0.29,86,5,7.7,207,Ubisoft,M,undefined,123
Earthworm Jim,GBA,2001,Platform,Interplay,0.2,0.08,0,0.01,0.29,72,10,5.7,6,Game Titan,E,undefined,123
Tales of Phantasia,GBA,2003,Role-Playing,Nintendo,0.08,0.03,0.17,0.01,0.29,76,29,8.1,24,Namco,E10+,undefined,123
Bratz: Super Babyz,DS,2008,Action,THQ,0.26,0,0,0.02,0.28,50,4,,,Creat Studios,E,undefined,123
Dragon Quest Heroes II: Twin Kings and the Prophecy's End,PS4,2016,Action,Square Enix,0,0,0.28,0,0.28,,,,,,,undefined,123
Monster 4x4: Masters of Metal,PS2,2003,Racing,Ubisoft,0.14,0.11,0,0.04,0.28,48,9,8.3,13,Ubisoft,E,undefined,123
SingStar Country,PS2,2008,Misc,Sony Computer Entertainment,0.14,0.11,0,0.04,0.28,75,13,,,SCEE London Studio,T,undefined,123
VMX Racing,PS,1997,Racing,Playmates,0.16,0.11,0,0.02,0.28,,,,,,,undefined,123
Hot Shots Golf: World Invitational,PS3,2012,Sports,Sony Computer Entertainment,0,0,0.28,0,0.28,,,7.9,9,Clap Hanz,E,undefined,123
Harvest Moon DS Cute (US sales),DS,2005,Simulation,Marvelous Interactive,0.28,0,0,0,0.28,,,,,,,undefined,123
Disney's Extreme Skate Adventure,GBA,2003,Sports,Activision,0.2,0.08,0,0.01,0.28,70,6,,,Vicarious Visions,E,undefined,123
Dragon Ball GT: Transformation,GBA,2005,Action,Atari,0.2,0.08,0,0.01,0.28,69,12,8.2,26,Webfoot Technologies,E10+,undefined,123
Super Fire ProWrestling X,SNES,1995,Fighting,Human Entertainment,0,0,0.28,0,0.28,,,,,,,undefined,123
Battlefield: Hardline,X360,2015,Shooter,Electronic Arts,0.17,0.09,0,0.03,0.28,,,4.1,65,Visceral Games,M,undefined,123
International Superstar Soccer,SNES,1994,Sports,Konami Digital Entertainment,0,0,0.28,0,0.28,,,,,,,undefined,123
Tigger's Honey Hunt,PS,2000,Platform,Ubisoft,0.16,0.11,0,0.02,0.28,,,,,,,undefined,123
FIFA 15,PC,2014,Sports,Electronic Arts,0,0.27,0,0.02,0.28,82,9,4.2,383,EA Sports,E,undefined,123
The Warriors,XB,2005,Action,Take-Two Interactive,0.21,0.06,0,0.01,0.28,85,55,8.2,21,Rockstar Toronto,M,undefined,123
Shadow Hearts,PS2,2001,Role-Playing,Midway Games,0.09,0.07,0.1,0.02,0.28,73,24,8.8,55,Sacnoth,M,undefined,123
Dragon Ball Z: Budokai Tenkaichi 2,Wii,2006,Fighting,Atari,0.24,0.03,0,0.02,0.28,72,37,8.5,40,Spike,T,undefined,123
Haven: Call of the King,PS2,N/A,Platform,Midway Games,0.14,0.11,0,0.04,0.28,69,26,6.9,15,Traveller's Tales,T,undefined,123
Street Hoops,XB,2002,Sports,Activision,0.21,0.06,0,0.01,0.28,58,22,8,4,Black Ops Entertainment,T,undefined,123
Yu-Gi-Oh! Double Pack,GBA,2006,Role-Playing,Konami Digital Entertainment,0.2,0.08,0,0.01,0.28,,,,,,,undefined,123
X-Men: Reign of Apocalypse,GBA,2001,Action,Activision,0.2,0.08,0,0.01,0.28,61,10,,,Digital Eclipse,E,undefined,123
R: Racing Evolution,PS2,2003,Racing,Namco Bandai Games,0.14,0.11,0,0.04,0.28,66,35,6.2,5,Namco,T,undefined,123
Netsu Chu! Pro Yakyuu 2003,PS2,2003,Sports,Namco Bandai Games,0,0,0.28,0,0.28,,,,,,,undefined,123
Jewel Quest Mysteries: Curse of the Emerald Tear,DS,2010,Puzzle,Avanquest,0,0.25,0,0.04,0.28,,,,,,,undefined,123
The Golden Compass,PS3,2007,Action,Sega,0.14,0.1,0,0.05,0.28,40,17,4.8,16,Shiny Entertainment,E10+,undefined,123
ATV Quad Power Racing 2,GC,2003,Racing,Acclaim Entertainment,0.22,0.06,0,0.01,0.28,70,18,9,4,Climax Group,E,undefined,123
Digimon Adventure: Anode Tamer,WS,1999,Role-Playing,Namco Bandai Games,0,0,0.28,0,0.28,,,,,,,undefined,123
Hatsune Miku: Project Diva f,PS3,2013,Misc,Sega,0.08,0,0.19,0.02,0.28,73,10,8.4,108,Sega,T,undefined,123
Fantastic 4: Flame On,GBA,2005,Action,Activision,0.2,0.08,0,0.01,0.28,,,,,,,undefined,123
Divinity: Original Sin,PS4,2015,Role-Playing,Focus Home Interactive,0.1,0.12,0.02,0.04,0.28,,,,,,,undefined,123
Marvel Nemesis: Rise of the Imperfects,XB,2005,Fighting,Electronic Arts,0.21,0.06,0,0.01,0.28,58,34,7.5,20,"EA Canada, Nihilistic",T,undefined,123
The King of Fighters '95,SAT,1995,Fighting,SNK Playmore,0,0,0.28,0,0.28,,,,,,,undefined,123
F/A-18F Super Hornet,GBA,2004,Simulation,Majesco Entertainment,0.2,0.08,0,0.01,0.28,,,,,,,undefined,123
Final Fantasy VI Advance,GBA,2006,Role-Playing,Nintendo,0,0,0.28,0.01,0.28,92,25,8.4,190,TOSE,E10+,undefined,123
LEGO The Lord of the Rings,PSV,2012,Action,Warner Bros. Interactive Entertainment,0.09,0.13,0,0.06,0.28,54,8,5.6,35,TT Games,E10+,undefined,123
Polaris,2600,1982,Action,Tigervision,0.26,0.02,0,0,0.28,,,,,,,undefined,123
All Star Cheer Squad,DS,2008,Sports,THQ,0.26,0,0,0.02,0.28,,,,,Gorilla Games,E,undefined,123
Viewtiful Joe,PS2,2004,Action,Capcom,0.14,0.11,0,0.04,0.28,90,34,8.5,35,Clover Studio,T,undefined,123
Triple Play 2000,N64,1999,Sports,Electronic Arts,0.27,0.01,0,0,0.28,,,,,,,undefined,123
DeathSmiles,X360,2009,Shooter,Rising Star Games,0.15,0.06,0.05,0.02,0.28,76,29,8.4,47,Cave,T,undefined,123
Baby Pals,DS,2007,Simulation,THQ,0.26,0.01,0,0.02,0.28,,,,,Brain Toys,E,undefined,123
Fable: The Journey,X360,2012,Role-Playing,Microsoft Game Studios,0.18,0.08,0,0.02,0.28,61,70,4.8,80,Lionhead Studios,T,undefined,123
Bratz Ponyz,DS,2007,Adventure,Game Factory,0.26,0,0,0.02,0.28,,,,,Neko Entertainment,E,undefined,123
Arcade Hits: Frisky Tom,PS,2002,Action,Hamster Corporation,0.16,0.11,0,0.02,0.28,,,,,,,undefined,123
Junior Brain Trainer 2,DS,2010,Misc,GSP,0.04,0.2,0,0.03,0.28,,,,,Sanuk Games,E,undefined,123
Bladestorm: The Hundred Years' War,PS3,2007,Action,Tecmo Koei,0.1,0.03,0.14,0.02,0.28,58,23,7.9,28,Omega Force,T,undefined,123
SAW,X360,2009,Action,Konami Digital Entertainment,0.13,0.12,0,0.03,0.28,59,39,7.4,50,Zombie Studios,M,undefined,123
Chromehounds,X360,2006,Simulation,Sega,0.24,0,0.01,0.02,0.28,71,60,7,72,From Software,T,undefined,123
Harry Potter and the Sorcerer's Stone,PS2,2003,Action,Electronic Arts,0.14,0.11,0,0.04,0.28,56,14,7.6,21,Warthog,E,undefined,123
Unreal Championship 2: The Liandri Conflict,XB,N/A,Shooter,Midway Games,0.22,0.05,0,0.01,0.28,85,54,8.2,21,Epic Games,M,undefined,123
Kung Fu Chaos,XB,2003,Fighting,Microsoft Game Studios,0.21,0.06,0,0.01,0.28,68,41,8.5,27,Just Add Monsters,T,undefined,123
Mega Man: Dr. Wily's Revenge,GB,1991,Platform,Nintendo,0,0,0.28,0,0.28,,,,,,,undefined,123
Reel Fishing: Angler's Dream,Wii,2009,Sports,Zushi Games,0.25,0.01,0,0.02,0.28,,,7.5,4,Sims,E,undefined,123
Shrek the Third,Wii,2007,Action,Activision,0.25,0.01,0,0.02,0.28,57,28,6.7,7,Amaze Entertainment,E10+,undefined,123
Godzilla: Domination!,GBA,2002,Fighting,Atari,0.2,0.07,0,0.01,0.28,,,,,,,undefined,123
Famista '92,NES,1991,Sports,Namco Bandai Games,0,0,0.28,0,0.28,,,,,,,undefined,123
Tales of the World: Radiant Mythology 3,PSP,2011,Role-Playing,Namco Bandai Games,0,0,0.28,0,0.28,,,,,,,undefined,123
Jissen Pachi-Slot Hisshouhou! Moujuu-Oh S,PS2,2002,Misc,Sammy Corporation,0,0,0.28,0,0.28,,,,,,,undefined,123
Jackass the Game,PS2,2007,Action,Empire Interactive,0.14,0.11,0,0.04,0.28,58,24,6.6,14,Sidhe Interactive,M,undefined,123
Mega Man II,GB,1991,Platform,Nintendo,0,0,0.28,0,0.28,,,,,,,undefined,123
Pirates of the Caribbean: Dead Man's Chest,PSP,2006,Adventure,Disney Interactive Studios,0.25,0,0,0.02,0.28,52,34,8,17,Griptonite Games,T,undefined,123
Lord of Darkness,SNES,1991,Action,Tecmo Koei,0,0,0.28,0,0.28,,,,,,,undefined,123
Hannah Montana: Spotlight World Tour,PS2,2008,Action,Disney Interactive Studios,0.12,0.02,0,0.14,0.28,,,,,Avalanche Software,E,undefined,123
Rocket Power: Beach Bandits,GBA,2002,Platform,THQ,0.2,0.07,0,0.01,0.28,,,,,,,undefined,123
Carol Vorderman's Sudoku,PS2,2006,Puzzle,Xplosiv,0,0.23,0,0.05,0.28,75,4,,,Atomic Planet Entertainment,E,undefined,123
Operation Flashpoint: Red River,X360,2011,Shooter,Codemasters,0.1,0.14,0.01,0.03,0.28,69,64,6.1,29,Codemasters,M,undefined,123
Transformers: Dark of the Moon,X360,2011,Action,Activision,0.13,0.12,0,0.03,0.28,59,53,6.7,30,High Moon Studios,T,undefined,123
MX SuperFly featuring Ricky Carmichael,PS2,2002,Racing,THQ,0.14,0.11,0,0.04,0.28,,,,,,,undefined,123
Surf's Up,DS,2007,Sports,Ubisoft,0.26,0,0,0.02,0.28,56,5,7,4,Ubisoft Quebec,E,undefined,123
Assassin's Creed II: Discovery,DS,2009,Action,Ubisoft,0.15,0.11,0,0.03,0.28,69,20,7.3,22,Griptonite Games,T,undefined,123
Syphon Filter: Dark Mirror,PS2,2007,Shooter,Sony Computer Entertainment,0.14,0.11,0,0.04,0.28,70,24,7.8,12,Sony Bend,T,undefined,123
Conflict: Desert Storm II - Back to Bagdhad,XB,2003,Shooter,SCi,0.21,0.06,0,0.01,0.28,,,,,,,undefined,123
Mission: Impossible - Operation Surma,PS2,2003,Platform,Atari,0.14,0.11,0,0.04,0.28,64,30,7.8,10,Paradigm Entertainment,T,undefined,123
Sesame Street: Elmo's A-to-Zoo Adventure,DS,2010,Misc,Warner Bros. Interactive Entertainment,0.26,0,0,0.02,0.28,,,,,,,undefined,123
MLB 07: The Show,PSP,2007,Sports,Sony Computer Entertainment,0.26,0,0,0.02,0.28,82,12,7.2,10,SCEA San Diego Studios,E,undefined,123
Kung Zhu,DS,2010,Action,Activision,0.26,0,0,0.02,0.28,,,,,,,undefined,123
Pitfall: The Mayan Adventure,GBA,2001,Platform,Interplay,0.2,0.07,0,0.01,0.28,58,10,,,Pipe Dream Interactive,E,undefined,123
Driver: Parallel Lines,PS2,2006,Racing,Atari,0.12,0.1,0.03,0.03,0.28,69,41,6.9,74,Reflections Interactive,M,undefined,123
Monster Hunter Stories,3DS,2016,Action,Capcom,0,0,0.28,0,0.28,,,,,,,undefined,123
Ben 10 Ultimate Alien: Cosmic Destruction,Wii,2010,Platform,D3Publisher,0.17,0.09,0,0.02,0.28,,,,,Papaya Studios,E10+,undefined,123
The Urbz: Sims In the City (US weekly sales),DS,2004,Simulation,Electronic Arts,0.26,0,0,0.02,0.28,,,,,,,undefined,123
Mega Man ZX,DS,2006,Platform,Capcom,0.16,0,0.1,0.02,0.28,76,37,8.3,32,Inti Creates,E,undefined,123
Backyard Wrestling 2: There Goes the Neighborhood,PS2,2004,Fighting,Eidos Interactive,0.14,0.11,0,0.04,0.28,46,23,4.7,10,Paradox Development,M,undefined,123
Disney's Treasure Planet,GBA,2002,Action,Ubisoft,0.2,0.07,0,0.01,0.28,68,6,,,Disney Interactive,E,undefined,123
Guitar Hero: Van Halen,Wii,2009,Misc,Activision,0.13,0.12,0,0.03,0.28,50,12,5.2,6,Neversoft Entertainment,T,undefined,123
Dead or Alive,PS,1998,Fighting,Sony Computer Entertainment,0.09,0.06,0.1,0.02,0.28,84,10,8.6,18,Team Ninja,T,undefined,123
Dead to Rights: Retribution,PS3,2010,Shooter,Namco Bandai Games,0.1,0.12,0.02,0.05,0.28,60,44,5.9,27,Volatile Games,M,undefined,123
Wild ARMs 5,PS2,2006,Role-Playing,505 Games,0.14,0.11,0,0.04,0.28,71,26,7.5,22,Media Vision,T,undefined,123
Payday 2,PS4,2015,Shooter,505 Games,0.1,0.14,0,0.05,0.28,,,,,,,undefined,123
NFL Blitz 20-02,PS2,2002,Sports,Midway Games,0.14,0.11,0,0.04,0.28,76,22,8.9,15,Midway,E,undefined,123
Mega Man 7,SNES,1995,Platform,Laguna,0.03,0.01,0.23,0.01,0.28,,,,,,,undefined,123
El Shaddai: Ascension of the Metatron,PS3,2011,Action,Ignition Entertainment,0.11,0.06,0.08,0.03,0.28,78,46,7.5,40,Ignition Entertainment,T,undefined,123
Tony Hawk: Shred,PS3,2010,Sports,Activision,0.18,0.06,0,0.04,0.28,56,5,6.7,6,Robomodo,E,undefined,123
Disney Channel: All Star Party,Wii,2010,Misc,Disney Interactive Studios,0.18,0.08,0,0.02,0.28,,,,,Disney Interactive Studios,E,undefined,123
Shrek: Ogres & Dronkeys,DS,2007,Simulation,Activision,0.26,0,0,0.02,0.28,,,,,,,undefined,123
NCAA March Madness 2005,XB,2004,Sports,Electronic Arts,0.21,0.06,0,0.01,0.28,80,18,7.8,4,EA Canada,E,undefined,123
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",GC,N/A,Action,Disney Interactive Studios,0.22,0.06,0,0.01,0.28,71,17,,,Traveller's Tales,T,undefined,123
NBA In The Zone,PS,1995,Sports,Konami Digital Entertainment,0.16,0.11,0,0.02,0.28,,,,,,,undefined,123
Alien: Isolation,X360,2014,Shooter,Sega,0.15,0.1,0,0.02,0.28,,,8.2,113,Creative Assembly,M,undefined,123
Batman: The Brave and the Bold the Videogame,Wii,2010,Action,Warner Bros. Interactive Entertainment,0.2,0.05,0,0.02,0.28,,,,,,,undefined,123
Corvette,GBA,2003,Racing,TDK Mediactive,0.2,0.07,0,0.01,0.28,,,,,Visual Impact,E,undefined,123
Kenka Bancho: Badass Rumble,PSP,2008,Action,Spike,0.06,0,0.2,0.01,0.28,70,21,7.5,6,Bullets,T,undefined,123
Moshi Monsters: Moshlings Theme Park,3DS,2012,Misc,Activision,0.13,0.13,0,0.03,0.28,,,,,Black Lantern Studios,E,undefined,123
Cabela's Big Game Hunter 2012,X360,2011,Sports,Activision,0.24,0.02,0,0.02,0.28,,,,,Activision,T,undefined,123
F1 ROC: Race of Champions,SNES,1992,Sports,Ocean,0,0,0.28,0,0.28,,,,,,,undefined,123
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,GC,2004,Action,THQ,0.22,0.06,0,0.01,0.28,65,8,,,THQ,E,undefined,123
Silent Hill 2: Restless Dreams,XB,2001,Action,Konami Digital Entertainment,0.21,0.06,0,0.01,0.28,84,23,8.3,39,KCET,M,undefined,123
Sniper Elite 3,PS3,2014,Shooter,505 Games,0.1,0.13,0,0.05,0.28,,,6.4,18,Rebellion,M,undefined,123
NES Remix,WiiU,2014,Action,Nintendo,0.17,0,0.08,0.02,0.28,71,34,7.1,133,Indies Zero,E,undefined,123
Skylanders: Trap Team,3DS,2014,Action,Activision,0.16,0.1,0,0.02,0.28,,,3.4,5,Toys for Bob,E10+,undefined,123
Soul Nomad & the World Eaters,PS2,2007,Role-Playing,Tecmo Koei,0.14,0.11,0,0.04,0.28,,,,,,,undefined,123
Bass Strike,PS2,2001,Sports,THQ,0.14,0.11,0,0.04,0.28,57,11,5.8,4,THQ,E,undefined,123
NHL Hitz 20-03,PS2,2002,Sports,Midway Games,0.14,0.11,0,0.04,0.28,82,19,8.4,11,Midway,E,undefined,123
Bionic Commando,X360,2009,Platform,Capcom,0.12,0.12,0.01,0.03,0.28,70,65,7.3,87,GRIN,M,undefined,123
